"","id","user_id","course_id"
"140",140,36,31
"141",141,1,94
"142",142,50,79
"143",143,50,79
"144",144,51,31
"145",145,210,31
"146",146,210,31
"147",147,210,31
"148",148,210,31
"149",149,210,58
"150",150,30,34
"151",151,210,58
"152",152,210,58
"153",153,210,58
"154",154,210,58
"155",155,210,58
"156",156,51,31
"157",157,1,94
"158",158,32,78
"159",159,210,46
"160",160,210,46
"161",161,28,88
"162",162,210,46
"163",163,210,46
"164",164,210,46
"165",165,210,46
"166",166,210,46
"167",167,210,57
"168",168,1,94
"169",169,210,57
"170",170,210,57
"171",171,210,57
"172",172,210,57
"173",173,210,57
"174",174,10,174
"175",175,210,5
"176",176,210,5
"177",177,52,8
"178",178,210,6
"179",179,210,6
"180",180,51,31
"181",181,210,6
"182",182,210,6
"183",183,210,6
"184",184,210,6
"185",185,210,85
"186",186,210,85
"187",187,210,85
"188",188,210,85
"189",189,210,85
"190",190,210,85
"191",191,36,31
"192",192,210,169
"193",193,210,169
"194",194,56,88
"195",195,210,169
"196",196,210,169
"197",197,210,169
"198",198,210,169
"199",199,210,169
"200",200,210,169
"201",201,32,78
"202",202,58,105
"203",203,58,105
"204",204,40,12
"205",205,48,12
"206",206,52,8
"207",207,55,88
"208",208,210,63
"209",209,210,63
"210",210,210,63
"211",211,210,63
"212",212,210,63
"213",213,210,63
"214",214,210,63
"215",215,210,63
"216",216,210,63
"217",217,210,63
"218",218,210,63
"219",219,210,63
"220",220,202,115
"221",221,202,115
"222",222,202,113
"223",223,202,215
"224",224,10,174
"225",225,210,30
"226",226,210,30
"227",227,54,126
"228",228,210,30
"229",229,21,67
"230",230,210,30
"231",231,210,30
"232",232,210,30
"233",233,210,30
"234",234,210,30
"235",235,210,30
"236",236,35,34
"237",237,21,67
"238",238,248,91
"239",239,49,31
"240",240,55,88
"241",241,57,78
"242",242,59,34
"243",243,62,208
"244",244,63,88
"245",245,35,34
"246",246,12,79
"247",247,57,78
"248",248,57,134
"249",249,46,65
"250",250,33,88
"251",251,40,12
"252",252,54,126
"253",253,46,65
"254",254,62,208
"255",255,210,55
"256",256,210,55
"257",257,210,55
"258",258,210,55
"259",259,210,55
"260",260,210,55
"261",261,63,88
"262",262,210,73
"263",263,210,73
"264",264,210,73
"265",265,210,73
"266",266,30,34
"267",267,210,73
"268",268,12,79
"269",269,210,73
"270",270,210,73
"271",271,210,73
"272",272,210,73
"273",273,210,73
"274",274,51,31
"275",275,40,12
"276",276,49,31
"277",277,45,65
"278",278,66,65
"279",279,21,67
"280",280,26,39
"281",281,121,178
"282",282,62,208
"283",283,67,34
"284",284,66,65
"285",285,62,208
"286",286,62,208
"287",287,62,208
"288",288,62,208
"289",289,62,208
"290",290,202,154
"291",291,45,65
"292",292,202,154
"293",293,23,31
"294",294,60,31
"295",295,60,31
"296",296,51,31
"297",297,51,31
"298",298,51,170
"299",299,51,170
"300",300,438,115
"301",301,51,170
"302",302,64,63
"303",303,38,12
"304",304,64,63
"305",305,50,79
"306",306,60,31
"307",307,33,88
"308",308,53,31
"309",309,33,88
"310",310,36,88
"311",311,349,160
"312",312,38,14
"313",313,72,31
"314",314,50,79
"315",315,65,88
"316",316,33,88
"317",317,349,160
"318",318,349,160
"319",319,48,12
"320",320,73,88
"321",321,349,160
"322",322,41,31
"323",323,349,160
"324",324,74,91
"325",325,33,88
"326",326,65,88
"327",327,72,31
"328",328,349,160
"329",329,349,160
"330",330,50,79
"331",331,41,30
"332",332,349,160
"333",333,349,160
"334",334,349,160
"335",335,349,133
"336",336,24,31
"337",337,349,133
"338",338,36,88
"339",339,50,79
"340",340,65,88
"341",341,349,133
"342",342,349,133
"343",343,349,133
"344",344,75,75
"345",345,39,88
"346",346,33,88
"347",347,349,133
"348",348,57,134
"349",349,64,63
"350",350,97,88
"351",351,349,129
"352",352,349,129
"353",353,33,88
"354",354,55,88
"355",355,349,129
"356",356,33,88
"357",357,74,91
"358",358,99,34
"359",359,28,88
"360",360,110,89
"361",361,349,129
"362",362,349,129
"363",363,74,91
"364",364,349,129
"365",365,99,34
"366",366,96,78
"367",367,79,31
"368",368,38,14
"369",369,87,174
"370",370,90,88
"371",371,101,88
"372",372,96,78
"373",373,99,34
"374",374,33,88
"375",375,102,47
"376",376,349,67
"377",377,61,34
"378",378,101,206
"379",379,33,88
"380",380,101,206
"381",381,105,81
"382",382,51,31
"383",383,349,67
"384",384,50,79
"385",385,51,58
"386",386,51,58
"387",387,51,58
"388",388,107,88
"389",389,51,58
"390",390,51,58
"391",391,96,78
"392",392,73,88
"393",393,73,88
"394",394,349,67
"395",395,51,58
"396",396,28,88
"397",397,87,174
"398",398,51,59
"399",399,349,67
"400",400,51,59
"401",401,72,31
"402",402,51,59
"403",403,72,203
"404",404,72,88
"405",405,349,67
"406",406,29,31
"407",407,51,59
"408",408,415,65
"409",409,72,4
"410",410,72,91
"411",411,72,68
"412",412,51,59
"413",413,96,78
"414",414,99,34
"415",415,51,59
"416",416,48,12
"417",417,51,46
"418",418,91,134
"419",419,45,65
"420",420,112,150
"421",421,67,34
"422",422,51,46
"423",423,97,88
"424",424,68,63
"425",425,112,150
"426",426,74,91
"427",427,45,65
"428",428,74,91
"429",429,112,150
"430",430,113,34
"431",431,46,65
"432",432,95,78
"433",433,67,34
"434",434,74,68
"435",435,67,34
"436",436,112,150
"437",437,67,34
"438",438,67,34
"439",439,112,150
"440",440,112,150
"441",441,112,150
"442",442,46,65
"443",443,21,52
"444",444,95,78
"445",445,68,63
"446",446,28,88
"447",447,349,67
"448",448,89,88
"449",449,33,88
"450",450,117,178
"451",451,21,52
"452",452,118,12
"453",453,77,75
"454",454,77,18
"455",455,61,118
"456",456,95,154
"457",457,46,65
"458",458,107,186
"459",459,28,88
"460",460,119,6
"461",461,33,88
"462",462,117,178
"463",463,40,12
"464",464,51,170
"465",465,8,63
"466",466,83,88
"467",467,40,12
"468",468,118,16
"469",469,8,76
"470",470,51,170
"471",471,46,65
"472",472,107,176
"473",473,108,18
"474",474,51,170
"475",475,8,76
"476",476,42,31
"477",477,119,6
"478",478,51,170
"479",479,8,76
"480",480,51,206
"481",481,8,76
"482",482,51,176
"483",483,12,130
"484",484,140,90
"485",485,59,34
"486",486,120,87
"487",487,98,88
"488",488,118,16
"489",489,107,176
"490",490,51,176
"491",491,106,63
"492",492,89,31
"493",493,21,52
"494",494,107,176
"495",495,110,154
"496",496,107,176
"497",497,89,23
"498",498,140,88
"499",499,107,149
"500",500,107,149
"501",501,116,34
"502",502,107,149
"503",503,107,151
"504",504,112,204
"505",505,92,12
"506",506,107,151
"507",507,107,151
"508",508,107,78
"509",509,107,78
"510",510,107,78
"511",511,107,78
"512",512,107,77
"513",513,107,77
"514",514,107,77
"515",515,107,77
"516",516,107,77
"517",517,107,77
"518",518,91,134
"519",519,140,88
"520",520,110,154
"521",521,110,154
"522",522,45,65
"523",523,110,154
"524",524,110,154
"525",525,106,63
"526",526,169,152
"527",527,110,154
"528",528,116,34
"529",529,110,154
"530",530,110,154
"531",531,91,134
"532",532,39,88
"533",533,169,152
"534",534,32,78
"535",535,32,34
"536",536,32,78
"537",537,32,78
"538",538,71,81
"539",539,51,215
"540",540,110,194
"541",541,110,194
"542",542,64,63
"543",543,110,194
"544",544,110,194
"545",545,115,60
"546",546,110,122
"547",547,33,81
"548",548,110,178
"549",549,110,178
"550",550,115,60
"551",551,110,178
"552",552,110,178
"553",553,110,178
"554",554,64,63
"555",555,110,81
"556",556,115,60
"557",557,110,81
"558",558,110,81
"559",559,110,81
"560",560,115,60
"561",561,110,81
"562",562,122,79
"563",563,110,81
"564",564,110,89
"565",565,110,89
"566",566,110,89
"567",567,110,90
"568",568,99,34
"569",569,110,90
"570",570,110,90
"571",571,110,90
"572",572,110,90
"573",573,110,90
"574",574,110,90
"575",575,51,215
"576",576,38,14
"577",577,115,60
"578",578,36,78
"579",579,112,204
"580",580,50,79
"581",581,14,134
"582",582,112,204
"583",583,123,34
"584",584,51,215
"585",585,110,134
"586",586,110,134
"587",587,110,134
"588",588,110,134
"589",589,110,134
"590",590,110,134
"591",591,110,134
"592",592,110,134
"593",593,110,134
"594",594,110,134
"595",595,110,134
"596",596,110,195
"597",597,110,195
"598",598,64,63
"599",599,110,195
"600",600,112,204
"601",601,110,195
"602",602,52,8
"603",603,110,195
"604",604,110,195
"605",605,110,203
"606",606,8,47
"607",607,110,203
"608",608,110,203
"609",609,110,203
"610",610,112,204
"611",611,110,203
"612",612,110,203
"613",613,110,203
"614",614,110,203
"615",615,115,64
"616",616,112,204
"617",617,124,176
"618",618,110,168
"619",619,122,79
"620",620,110,210
"621",621,75,75
"622",622,110,210
"623",623,36,78
"624",624,110,210
"625",625,110,210
"626",626,110,210
"627",627,110,210
"628",628,110,210
"629",629,113,34
"630",630,75,75
"631",631,48,12
"632",632,51,215
"633",633,30,34
"634",634,29,31
"635",635,102,47
"636",636,115,64
"637",637,99,34
"638",638,99,18
"639",639,133,75
"640",640,102,58
"641",641,134,31
"642",642,99,18
"643",643,102,134
"644",644,102,58
"645",645,32,91
"646",646,133,75
"647",647,38,14
"648",648,39,91
"649",649,99,18
"650",650,134,31
"651",651,133,75
"652",652,51,167
"653",653,51,167
"654",654,51,167
"655",655,112,204
"656",656,426,54
"657",657,51,167
"658",658,134,31
"659",659,112,210
"660",660,97,31
"661",661,115,134
"662",662,99,18
"663",663,132,18
"664",664,97,31
"665",665,94,88
"666",666,8,47
"667",667,57,134
"668",668,115,134
"669",669,112,210
"670",670,112,210
"671",671,115,134
"672",672,36,78
"673",673,83,88
"674",674,135,34
"675",675,97,31
"676",676,112,210
"677",677,137,65
"678",678,99,18
"679",679,113,34
"680",680,97,23
"681",681,28,88
"682",682,97,23
"683",683,99,18
"684",684,139,34
"685",685,135,34
"686",686,115,64
"687",687,109,65
"688",688,99,18
"689",689,138,88
"690",690,32,91
"691",691,36,78
"692",692,141,34
"693",693,112,210
"694",694,102,47
"695",695,115,64
"696",696,143,34
"697",697,112,210
"698",698,197,31
"699",699,134,31
"700",700,102,134
"701",701,122,79
"702",702,99,18
"703",703,197,31
"704",704,141,34
"705",705,107,88
"706",706,134,31
"707",707,95,134
"708",708,51,65
"709",709,197,73
"710",710,134,31
"711",711,51,212
"712",712,143,34
"713",713,113,34
"714",714,137,65
"715",715,137,84
"716",716,137,84
"717",717,51,212
"718",718,107,88
"719",719,109,65
"720",720,28,88
"721",721,126,18
"722",722,32,91
"723",723,38,14
"724",724,126,18
"725",725,102,47
"726",726,29,31
"727",727,48,16
"728",728,36,78
"729",729,49,31
"730",730,29,31
"731",731,51,212
"732",732,102,134
"733",733,111,37
"734",734,141,34
"735",735,139,34
"736",736,137,65
"737",737,51,212
"738",738,139,192
"739",739,45,65
"740",740,137,65
"741",741,51,212
"742",742,51,212
"743",743,132,18
"744",744,27,31
"745",745,136,88
"746",746,138,88
"747",747,84,34
"748",748,51,212
"749",749,109,65
"750",750,135,34
"751",751,20,31
"752",752,74,68
"753",753,112,210
"754",754,74,68
"755",755,111,37
"756",756,74,68
"757",757,74,68
"758",758,74,68
"759",759,63,88
"760",760,109,65
"761",761,113,34
"762",762,55,88
"763",763,114,37
"764",764,21,52
"765",765,32,91
"766",766,142,88
"767",767,45,65
"768",768,40,78
"769",769,121,178
"770",770,126,18
"771",771,145,8
"772",772,135,34
"773",773,111,37
"774",774,45,65
"775",775,126,18
"776",776,26,39
"777",777,68,63
"778",778,40,78
"779",779,117,112
"780",780,64,63
"781",781,112,184
"782",782,126,18
"783",783,97,31
"784",784,124,165
"785",785,124,165
"786",786,124,165
"787",787,124,167
"788",788,112,184
"789",789,124,167
"790",790,144,31
"791",791,116,34
"792",792,136,88
"793",793,124,215
"794",794,135,34
"795",795,135,187
"796",796,135,187
"797",797,142,88
"798",798,144,31
"799",799,40,78
"800",800,135,187
"801",801,102,7
"802",802,83,88
"803",803,146,34
"804",804,124,215
"805",805,21,52
"806",806,116,34
"807",807,120,92
"808",808,120,92
"809",809,120,75
"810",810,32,67
"811",811,120,75
"812",812,142,88
"813",813,57,134
"814",814,120,75
"815",815,484,133
"816",816,484,133
"817",817,116,34
"818",818,139,34
"819",819,14,134
"820",820,64,63
"821",821,57,134
"822",822,64,63
"823",823,222,94
"824",824,147,34
"825",825,30,81
"826",826,137,31
"827",827,110,130
"828",828,38,29
"829",829,33,178
"830",830,48,16
"831",831,148,34
"832",832,124,176
"833",833,135,34
"834",834,74,68
"835",835,57,134
"836",836,110,130
"837",837,124,176
"838",838,38,29
"839",839,99,18
"840",840,148,34
"841",841,99,27
"842",842,124,176
"843",843,147,34
"844",844,52,8
"845",845,168,94
"846",846,168,31
"847",847,122,79
"848",848,124,125
"849",849,110,130
"850",850,124,125
"851",851,124,125
"852",852,119,6
"853",853,124,125
"854",854,124,125
"855",855,102,134
"856",856,99,27
"857",857,168,31
"858",858,38,29
"859",859,124,125
"860",860,181,7
"861",861,191,34
"862",862,58,6
"863",863,110,130
"864",864,178,65
"865",865,110,131
"866",866,37,75
"867",867,190,88
"868",868,37,51
"869",869,168,31
"870",870,181,7
"871",871,99,27
"872",872,41,31
"873",873,181,7
"874",874,168,31
"875",875,115,104
"876",876,115,114
"877",877,115,114
"878",878,115,114
"879",879,99,27
"880",880,115,114
"881",881,115,157
"882",882,115,137
"883",883,115,137
"884",884,168,31
"885",885,115,137
"886",886,168,31
"887",887,115,137
"888",888,124,88
"889",889,168,31
"890",890,168,58
"891",891,115,64
"892",892,436,58
"893",893,142,88
"894",894,115,64
"895",895,115,64
"896",896,138,88
"897",897,198,134
"898",898,48,16
"899",899,115,115
"900",900,122,79
"901",901,176,6
"902",902,99,27
"903",903,75,75
"904",904,32,67
"905",905,115,115
"906",906,115,115
"907",907,115,115
"908",908,122,79
"909",909,178,65
"910",910,99,27
"911",911,200,47
"912",912,201,31
"913",913,115,115
"914",914,190,88
"915",915,115,115
"916",916,99,27
"917",917,115,115
"918",918,45,65
"919",919,198,134
"920",920,99,27
"921",921,115,115
"922",922,52,8
"923",923,47,34
"924",924,115,115
"925",925,135,34
"926",926,48,16
"927",927,99,27
"928",928,45,65
"929",929,190,88
"930",930,23,31
"931",931,141,34
"932",932,14,134
"933",933,45,112
"934",934,106,63
"935",935,45,112
"936",936,87,174
"937",937,129,18
"938",938,181,7
"939",939,82,88
"940",940,39,31
"941",941,45,112
"942",942,106,63
"943",943,204,88
"944",944,129,18
"945",945,142,88
"946",946,107,88
"947",947,87,174
"948",948,169,152
"949",949,129,18
"950",950,23,31
"951",951,20,31
"952",952,137,31
"953",953,113,34
"954",954,206,31
"955",955,211,170
"956",956,177,135
"957",957,211,34
"958",958,142,88
"959",959,211,170
"960",960,211,34
"961",961,211,91
"962",962,211,91
"963",963,169,152
"964",964,211,34
"965",965,212,47
"966",966,54,166
"967",967,32,67
"968",968,169,152
"969",969,177,135
"970",970,20,31
"971",971,28,88
"972",972,189,12
"973",973,213,34
"974",974,20,58
"975",975,81,88
"976",976,134,88
"977",977,28,88
"978",978,82,88
"979",979,169,152
"980",980,211,170
"981",981,135,62
"982",982,48,59
"983",983,134,88
"984",984,48,59
"985",985,48,59
"986",986,146,34
"987",987,147,34
"988",988,62,162
"989",989,189,12
"990",990,68,63
"991",991,108,18
"992",992,135,62
"993",993,28,88
"994",994,68,63
"995",995,120,75
"996",996,75,75
"997",997,108,18
"998",998,99,27
"999",999,104,34
"1000",1000,97,88
"1001",1001,45,88
"1002",1002,111,37
"1003",1003,120,144
"1004",1004,40,78
"1005",1005,54,166
"1006",1006,28,88
"1007",1007,189,12
"1008",1008,124,165
"1009",1009,213,34
"1010",1010,45,88
"1011",1011,135,62
"1012",1012,21,52
"1013",1013,120,87
"1014",1014,124,88
"1015",1015,214,34
"1016",1016,98,88
"1017",1017,62,162
"1018",1018,21,52
"1019",1019,170,78
"1020",1020,170,78
"1021",1021,170,78
"1022",1022,170,78
"1023",1023,170,78
"1024",1024,20,58
"1025",1025,206,31
"1026",1026,124,215
"1027",1027,34,31
"1028",1028,214,34
"1029",1029,32,67
"1030",1030,32,67
"1031",1031,32,67
"1032",1032,32,67
"1033",1033,32,52
"1034",1034,32,65
"1035",1035,124,88
"1036",1036,32,65
"1037",1037,215,63
"1038",1038,32,65
"1039",1039,215,63
"1040",1040,141,34
"1041",1041,198,134
"1042",1042,216,8
"1043",1043,216,30
"1044",1044,216,30
"1045",1045,120,75
"1046",1046,115,115
"1047",1047,115,115
"1048",1048,99,27
"1049",1049,1,94
"1050",1050,115,115
"1051",1051,134,31
"1052",1052,115,78
"1053",1053,90,174
"1054",1054,475,72
"1055",1055,90,47
"1056",1056,115,78
"1057",1057,115,78
"1058",1058,475,72
"1059",1059,87,174
"1060",1060,217,31
"1061",1061,74,105
"1062",1062,99,28
"1063",1063,115,78
"1064",1064,74,105
"1065",1065,115,78
"1066",1066,115,78
"1067",1067,178,65
"1068",1068,115,78
"1069",1069,128,72
"1070",1070,128,72
"1071",1071,122,79
"1072",1072,128,72
"1073",1073,206,31
"1074",1074,48,16
"1075",1075,475,72
"1076",1076,86,78
"1077",1077,87,174
"1078",1078,86,78
"1079",1079,475,72
"1080",1080,135,62
"1081",1081,86,78
"1082",1082,86,78
"1083",1083,86,78
"1084",1084,148,34
"1085",1085,90,47
"1086",1086,55,88
"1087",1087,86,78
"1088",1088,198,134
"1089",1089,99,28
"1090",1090,86,78
"1091",1091,135,62
"1092",1092,122,79
"1093",1093,90,47
"1094",1094,86,134
"1095",1095,45,88
"1096",1096,190,88
"1097",1097,199,63
"1098",1098,99,28
"1099",1099,475,72
"1100",1100,208,65
"1101",1101,102,7
"1102",1102,99,28
"1103",1103,190,88
"1104",1104,199,91
"1105",1105,147,34
"1106",1106,90,47
"1107",1107,135,125
"1108",1108,200,47
"1109",1109,135,125
"1110",1110,45,88
"1111",1111,135,125
"1112",1112,218,18
"1113",1113,106,63
"1114",1114,182,12
"1115",1115,135,125
"1116",1116,218,18
"1117",1117,97,88
"1118",1118,143,31
"1119",1119,221,12
"1120",1120,45,112
"1121",1121,135,125
"1122",1122,74,105
"1123",1123,52,8
"1124",1124,138,88
"1125",1125,48,59
"1126",1126,135,125
"1127",1127,45,112
"1128",1128,7,179
"1129",1129,106,63
"1130",1130,7,179
"1131",1131,99,28
"1132",1132,135,125
"1133",1133,218,18
"1134",1134,224,31
"1135",1135,74,105
"1136",1136,135,125
"1137",1137,209,18
"1138",1138,99,28
"1139",1139,45,112
"1140",1140,86,134
"1141",1141,87,174
"1142",1142,99,28
"1143",1143,218,18
"1144",1144,48,14
"1145",1145,135,125
"1146",1146,74,105
"1147",1147,74,105
"1148",1148,99,28
"1149",1149,135,125
"1150",1150,90,47
"1151",1151,209,18
"1152",1152,86,134
"1153",1153,135,125
"1154",1154,102,47
"1155",1155,190,88
"1156",1156,99,28
"1157",1157,211,170
"1158",1158,99,28
"1159",1159,135,125
"1160",1160,168,58
"1161",1161,205,60
"1162",1162,87,174
"1163",1163,83,31
"1164",1164,33,178
"1165",1165,209,18
"1166",1166,190,88
"1167",1167,86,134
"1168",1168,205,60
"1169",1169,135,125
"1170",1170,149,81
"1171",1171,218,18
"1172",1172,224,31
"1173",1173,90,47
"1174",1174,135,125
"1175",1175,238,65
"1176",1176,190,88
"1177",1177,223,122
"1178",1178,65,88
"1179",1179,135,125
"1180",1180,223,122
"1181",1181,436,57
"1182",1182,223,122
"1183",1183,135,125
"1184",1184,86,134
"1185",1185,106,63
"1186",1186,223,122
"1187",1187,20,58
"1188",1188,223,122
"1189",1189,218,18
"1190",1190,20,58
"1191",1191,129,18
"1192",1192,41,31
"1193",1193,436,57
"1194",1194,200,47
"1195",1195,211,170
"1196",1196,205,60
"1197",1197,234,88
"1198",1198,211,170
"1199",1199,170,78
"1200",1200,211,170
"1201",1201,157,31
"1202",1202,143,31
"1203",1203,137,31
"1204",1204,211,176
"1205",1205,165,72
"1206",1206,238,65
"1207",1207,189,6
"1208",1208,141,34
"1209",1209,234,88
"1210",1210,168,58
"1211",1211,168,58
"1212",1212,168,58
"1213",1213,168,58
"1214",1214,119,6
"1215",1215,168,59
"1216",1216,168,59
"1217",1217,168,59
"1218",1218,168,59
"1219",1219,168,59
"1220",1220,168,59
"1221",1221,168,46
"1222",1222,168,46
"1223",1223,168,46
"1224",1224,156,31
"1225",1225,168,46
"1226",1226,168,46
"1227",1227,168,46
"1228",1228,168,46
"1229",1229,242,34
"1230",1230,189,6
"1231",1231,68,63
"1232",1232,237,83
"1233",1233,234,88
"1234",1234,234,88
"1235",1235,234,88
"1236",1236,234,88
"1237",1237,234,88
"1238",1238,234,88
"1239",1239,237,83
"1240",1240,189,6
"1241",1241,234,88
"1242",1242,436,57
"1243",1243,198,134
"1244",1244,243,75
"1245",1245,475,72
"1246",1246,30,34
"1247",1247,145,8
"1248",1248,68,63
"1249",1249,189,6
"1250",1250,436,57
"1251",1251,215,63
"1252",1252,241,50
"1253",1253,436,57
"1254",1254,436,57
"1255",1255,241,135
"1256",1256,237,83
"1257",1257,436,5
"1258",1258,237,83
"1259",1259,241,135
"1260",1260,237,83
"1261",1261,205,60
"1262",1262,237,83
"1263",1263,205,60
"1264",1264,237,38
"1265",1265,241,135
"1266",1266,237,38
"1267",1267,244,31
"1268",1268,240,31
"1269",1269,213,34
"1270",1270,237,38
"1271",1271,205,64
"1272",1272,237,38
"1273",1273,237,38
"1274",1274,286,55
"1275",1275,215,63
"1276",1276,286,55
"1277",1277,205,64
"1278",1278,286,55
"1279",1279,117,88
"1280",1280,286,55
"1281",1281,240,31
"1282",1282,215,63
"1283",1283,144,31
"1284",1284,144,88
"1285",1285,286,47
"1286",1286,286,47
"1287",1287,221,65
"1288",1288,286,47
"1289",1289,244,31
"1290",1290,286,47
"1291",1291,221,65
"1292",1292,286,47
"1293",1293,147,34
"1294",1294,286,37
"1295",1295,23,31
"1296",1296,286,58
"1297",1297,286,196
"1298",1298,244,31
"1299",1299,286,196
"1300",1300,286,196
"1301",1301,23,58
"1302",1302,286,78
"1303",1303,23,58
"1304",1304,190,88
"1305",1305,190,88
"1306",1306,190,88
"1307",1307,190,88
"1308",1308,190,91
"1309",1309,190,67
"1310",1310,51,167
"1311",1311,51,167
"1312",1312,43,18
"1313",1313,243,75
"1314",1314,51,167
"1315",1315,243,75
"1316",1316,243,75
"1317",1317,51,167
"1318",1318,51,167
"1319",1319,51,167
"1320",1320,51,167
"1321",1321,120,75
"1322",1322,51,140
"1323",1323,51,140
"1324",1324,141,34
"1325",1325,51,140
"1326",1326,51,140
"1327",1327,43,18
"1328",1328,242,34
"1329",1329,245,31
"1330",1330,51,140
"1331",1331,51,140
"1332",1332,190,67
"1333",1333,51,192
"1334",1334,24,31
"1335",1335,51,192
"1336",1336,246,88
"1337",1337,205,64
"1338",1338,43,18
"1339",1339,245,31
"1340",1340,205,64
"1341",1341,95,78
"1342",1342,10,174
"1343",1343,205,64
"1344",1344,45,88
"1345",1345,223,122
"1346",1346,205,64
"1347",1347,223,122
"1348",1348,223,122
"1349",1349,213,34
"1350",1350,223,122
"1351",1351,223,122
"1352",1352,223,122
"1353",1353,205,64
"1354",1354,246,88
"1355",1355,223,122
"1356",1356,223,122
"1357",1357,223,122
"1358",1358,223,122
"1359",1359,45,88
"1360",1360,237,8
"1361",1361,145,8
"1362",1362,21,52
"1363",1363,237,8
"1364",1364,214,34
"1365",1365,45,88
"1366",1366,237,8
"1367",1367,21,52
"1368",1368,95,78
"1369",1369,145,8
"1370",1370,45,88
"1371",1371,234,88
"1372",1372,145,8
"1373",1373,243,75
"1374",1374,120,75
"1375",1375,21,52
"1376",1376,234,88
"1377",1377,45,112
"1378",1378,243,75
"1379",1379,45,112
"1380",1380,234,88
"1381",1381,145,8
"1382",1382,246,88
"1383",1383,122,63
"1384",1384,45,112
"1385",1385,45,112
"1386",1386,220,18
"1387",1387,220,18
"1388",1388,240,31
"1389",1389,234,91
"1390",1390,234,91
"1391",1391,141,62
"1392",1392,234,91
"1393",1393,234,91
"1394",1394,234,91
"1395",1395,141,203
"1396",1396,122,63
"1397",1397,242,34
"1398",1398,234,68
"1399",1399,141,118
"1400",1400,234,68
"1401",1401,234,68
"1402",1402,234,68
"1403",1403,234,68
"1404",1404,21,115
"1405",1405,234,68
"1406",1406,234,68
"1407",1407,102,47
"1408",1408,45,88
"1409",1409,122,63
"1410",1410,245,58
"1411",1411,245,58
"1412",1412,106,63
"1413",1413,145,57
"1414",1414,245,31
"1415",1415,122,63
"1416",1416,189,6
"1417",1417,122,63
"1418",1418,145,57
"1419",1419,237,8
"1420",1420,145,57
"1421",1421,141,118
"1422",1422,45,88
"1423",1423,241,135
"1424",1424,104,34
"1425",1425,145,57
"1426",1426,249,30
"1427",1427,145,57
"1428",1428,145,57
"1429",1429,189,6
"1430",1430,123,34
"1431",1431,145,5
"1432",1432,122,63
"1433",1433,249,30
"1434",1434,243,75
"1435",1435,137,84
"1436",1436,243,75
"1437",1437,243,75
"1438",1438,216,6
"1439",1439,45,88
"1440",1440,45,104
"1441",1441,122,63
"1442",1442,243,75
"1443",1443,475,72
"1444",1444,475,72
"1445",1445,243,75
"1446",1446,122,63
"1447",1447,122,63
"1448",1448,122,63
"1449",1449,234,73
"1450",1450,234,73
"1451",1451,216,6
"1452",1452,475,170
